Page,Date,Post Text,Media Type,Likes,Comments,Shares,Media Link
3Dadept,2023-11-11,"hashtag#AdditiveManufacturing users using the new SFM-AT350-E from Solukon Maschinenbau GmbH could choose between two forms of excitation process: the familiar pneumatic form in conjunction with a vibrator and an optional knocker, and piezoelectric excitation. In this short video 👇, Andreas Hartmann, explains the importance of this new form of excitation in an hashtag#automated hashtag#depowdering process.Discover more about the new SFM-AT350-E 👉  here: https://lnkd.in/eHh8Sev3 hashtag#additivemanufacturing



…see more",Video,25,0,3 reposts,None
3Dadept,2024-01-11,"Norsk Titanium, a producer of aerospace-grade structural titanium components using its patented Rapid Plasma Deposition® (RPD®) technology, has delivered a flight critical aircraft structure to General Atomics Aeronautical Systems, Inc. (GA-ASI), a prime contractor to the United States Department of Defense. Here are the key specifications of this Rapid Plasma Deposition® (RPD®) technology 👇Mentions: Nick Mayer - hashtag#additivemanufacturing hashtag#defense https://lnkd.in/e93yXVzC



…see more",Article,8,0,0,https://3dadept.com/norsk-titanium-delivers-a-3d-printed-flight-critical-structure-to-a-defense-customer/
3Dadept,2023-11-11,"TRUMPF has understood the importance of delivering industry-specific solutions. The machine manufacturer unveiled at hashtag#formnext an upgraded version of the TruPrint 2000. Hear Dr. Tobias Brune share below 👇 what was the key focus of the company in this development. Read more about the details of the new machine 👉 https://lnkd.in/ekc6UM6R Formnext - Where ideas take shape hashtag#AdditiveManufacturing hashtag#TruPrint2000 hashtag#3DPrint hashtag#Formnext2023 hashtag#3DAdeptMag hashtag#3DPrinting



…see more",Video,46,0,3 reposts,None
3Dadept,2024-03-11,"Since its launch, Mantle has been adding shaping capabilities to its solution while exploring new hashtag#applications it can achieve with (new) customers.On the heels of Westminster Tool  that we discovered two years ago, Spectrum Plastics Group, A DuPont Business and medical contract manufacturer, HEYCO® Products Corp., a Penn Engineering company specializing in wire protection and termination for a range of industries, or even General Pattern Company, an injection molder with in-house tooling services are other companies that have been exploring the capabilities of hashtag#TrueShape. Read more below 👇hashtag#additivemanufacturing Mention: Denny Reiland hashtag#hybridmanufacturinghttps://lnkd.in/eqPzFduK



…see more",Article,3,0,0,https://3dadept.com/mantle-unveils-more-tooling-applications-enabled-by-its-hybrid-metal-3d-printing-technology/
3Dadept,2024-03-11,"Additive Manufacturing for Aerospace, Defence & Space conference organized by Defence iQ will take place on 27 & 28 February in the UK. The organizer reveals below 👇 the key speakers that will shape the two-day event that aims to address the challenges of hashtag#sustainability, hashtag#digitization and hashtag#procurement in hashtag#additivemanufacturing.https://lnkd.in/ePjm27s9



…see more",Article,7,0,0,https://3dadept.com/discover-the-key-speakers-of-additive-manufacturing-for-aerospace-defence-space-conference/
3Dadept,2024-03-11,"Space Foundation CEO Heather Pringle commented, “ Boeing’s commitment to hashtag#education aligns seamlessly with our mission, and we are immensely grateful for their continued support in propelling our Space Foundation Discovery Center to the forefront of innovative educational offerings. This generous grant will fuel the creation of a new state-of-the-art hashtag#AdditiveManufacturing Space Lab, empowering educators, inspiring students, and connecting with partners worldwide. We are excited to continue this transformative partnership with Boeing, working hand in hand to inspire the next generation of space innovators.”Mentions: Kay Sears https://lnkd.in/eJfuWgKH



…see more",Article,6,0,0,https://3dadept.com/boeing-funds-space-foundations-new-additive-manufacturing-space-lab/
3Dadept,2024-02-11,"This strategic acquisition is the confirmation that Zeda truly intends to expand and focus more on the manufacture of hashtag#medicaldevices globally.Mentions: @Shri Shetty - Itai Nemovicher - The Orthopaedic Implant Company hashtag#additivemanufacturing hashtag#acquisition https://lnkd.in/eVwXxpqG



…see more",Article,4,0,0,https://3dadept.com/zeda-acquires-the-orthopaedic-implant-company/
3Dadept,2024-01-11,"This investment is meant to establish a Centre of Excellence in Trollhättan, Sweden, and will create 250 jobs for highly skilled engineers and operators.Mentions: Joakim Andersson - Peter Engdahl - GKN Aerospace hashtag#additivemanufacturing hashtag#Sweden https://lnkd.in/edmp_uk7



…see more",Article,8,0,0,https://3dadept.com/gkn-aerospace-invests-50-million-to-establish-an-additive-manufacturing-center-in-sweden/
3Dadept,2024-01-11,"Processing Ti64 in binder- or sinter-based hashtag#additivemanufacturing (AM) processes, is quite a challenge. The material is made up of the binder and Metal Injection Molding (MIM) grade Ti64 powder at 55Vol% solids loading. For the production of smart watch housings, Incus GmbH, the developer of lithography-based metal manufacturing and Element22 GmbH, a developer and manufacturer of hashtag#Titanium parts joined forces to deliver a product that could be achieved in series production. Read more below 👇Mention: Gerald Mitteramskogler hashtag#MetalInjectionMoulding https://lnkd.in/eahvksvg



…see more",Article,32,0,1 repost,https://3dadept.com/smart-watch-housings-can-be-3d-printed-with-titanium6al4v-and-lmm/
3Dadept,2024-01-11,"The US GOVERNMENT/DOD/US ARMY is working to develop common technology, standards and processes for hashtag#additivemanufacturing that will enable the military services to share data and increase readiness while saving money. Doing so requires face-to-face discussion and knowledge sharing with all stakeholders, hence the role of the Military Additive Manufacturing Summit & Technology event (MILAM).To help the industry prepare for the 2024 edition, we asked Nicholas L., MILAM, to share the highlights of their 2023 event and what will make their event worthy to be attended in 2024. Have a look below  👇hashtag#defense Defense Strategies Institute hashtag#event hashtag#MILAM hashtag#mediapartner hashtag#military https://lnkd.in/ea6W5rSG



…see more",Article,5,0,0,https://3dadept.com/military-additive-manufacturing-summit-what-happened-in-2023-a-glimpse-into-2024/
3Dadept,2024-02-11,"By hashtag#3dprinting with hashtag#pellets on 3D Systems Corporation EXT Titan Pellet systems, Model No. Furniture has been able to use its own sustainable bio-resin compounds while dramatically increasing deposition rates to produce products faster.Phillip Raub - hashtag#architecture hashtag#housing https://lnkd.in/eatfHiDA



…see more",Article,16,0,2 reposts,https://3dadept.com/model-no-can-achieve-a-zero-environmental-impact-for-the-fabrication-of-furnishings-using-pellet-extrusion-3d-printing/
3Dadept,2024-01-11,"Every year a range of new companies venture into the Additive Manufacturing industry. In the list of 2023’s newcomers, one notices that the growing trend around companies that focus on AM-dedicated applications continues. While services target the entire value additive manufacturing chain (from hashtag#software to hashtag#postprocessing), it is interesting to see how companies provide solutions in new vertical industries that could adopt AM on a broader scale. Discover them below 👇🏾Mentions: ECL, Outokumpu, Evove, JPB SYSTEME, SAEKI, 3DBioFibR Inc., flō Optics, Additive Appearance, Pelagus 3D, ArcelorMittal Powders, @Forivory   , Metafold 3D hashtag#additivemanufacturing hashtag#business hashtag#newcomers https://lnkd.in/dRN65ZJ3



…see more",Article,24,0,1 repost,https://3dadept.com/12-3d-printing-ventures-that-turned-stealth-mode-off-in-2023/
3Dadept,2024-02-11,"This acquisition will enable CurifyLabs to provide hashtag#3dprinting solutions for producing personalized hashtag#medicines in the pharma industry.Mentions: Mehta Heino Industries Oy, Santosh Mehta, Petri Heino, Niklas Sandlerhashtag#additivemanufacturing hashtag#acquisition hashtag#fundinghttps://lnkd.in/eXmEN39Z



…see more",Article,32,0,0,https://3dadept.com/curifylabs-acquires-ip-from-3d-printing-hardware-company-mehta-heino-industries-oy/
3Dadept,2024-02-11,"For those who work with hashtag#3dprinting, it is no secret that it’s a true nightmare to navigate the different hashtag#material options available for an application. As you may know, for a single design, there may be several suitable hashtag#materials with nuanced considerations around performance, hashtag#cost, manufacturing efficiency, and aesthetics.To address this issue, customized 3D printing service provider Fictiv has developed an AI assistant powered by ChatGPT that would help mechanical engineers quickly and easily navigate material options for their manufacturing needs. That assistant is named Materials.AI 👇 hashtag#additivemanufacturing https://lnkd.in/eJzKnKEN



…see more",Article,5,0,1 repost,https://3dadept.com/fictiv-bets-on-chatgpt-to-help-engineers-assess-3d-printing-material-options/
3Dadept,2023-10-11,"[🗣 The September/October edition of hashtag#3DADEPTMag is out!! 🚨🚨] – 📌 LINK in the FIRST comment! 📌In this hashtag#sustainability edition of hashtag#3DAdeptMag, we go one step further and we discuss new challenges and opportunities in the hashtag#materials segment. ✨ Exclusive features ✨Dossier | AM Companies must get started on their ESG journey. Here is how. How should AM companies get started? We sat down with Dr. Andreas Fillmann, Wolfgang A. Maschek and Valerio Giovannini from Squire Patton Boggs (US) LLP.Dossier | Key areas of focus in the application of ESG by AM companies (Part 2)With contributions from Simon Schlagintweit from TÜV SÜD, and Vladimír Víšek from Prusa Research.DOSSIER | Can Additive Manufacturing (AM) deliver “faulty” implications for its “green” credentials? (Part 3) With insights from Sarah Jordan, CEO of Skuld LLC as well as Mike Troupos, CEM, CEP and his team at Foresight Management.AM Shapers | Beyond on-demand 3D printing for supply chain with ShellAngeline Goh from Shell, takes us through a journey rich in lessons, collaborations and hope for the future.AM Shapers | Brian Baughman and Curtis Swift took fifty minutes off their busy schedule to walk us through the hashtag#AM journey of Honeywell Aerospace Technologies. Materials |Driving circular hashtag#plastics economy in Additive ManufacturingWith key contributions from Evonik High Performance Polymers’s Dominic Stoerkle.Materials |The use of hashtag#aluminum in hashtag#AdditiveManufacturing: challenges and opportunitiesInsights from Alireza ARBAB, Head of Additive Manufacturing at Constellium and @Alison Forsyth, CEO of Alloy Enterprises Inc help to explore the next phase of growth in the hashtag#materials segment. Materials | In what has become our traditional annual catch-up, Dr. Dr. Ulrich Schmidt and Dr. Moritz Roscher from ECKART Hydraulics GmbH, share that the company broadens its portfolio of high-strength Al- and Ti-based hashtag#alloys for AM.hashtag#Metal AM | TRUMPF has understood the importance of delivering industry-specific solutions and will be presenting the new TruPrint 2000 at Formnext, ideal for the needs of the healthcare and medical industries.Metal AM | Based on what we have seen in the industrial manufacturing market today, @Farsoon discusses three dominating trends in the AM market.  Focus | hashtag#Ceramic hashtag#3dprinting role in hashtag#hydrogen production is more tangible. 3DCeram Sinto demonstrates it in the HyP3D projectFocus | Thermwood’s Cut Layer Additive is an Additive Manufacturing process that does not 3D print. How is it possible? Thermwood Corporation’s CEO Ken Susnjara takes us through the how and the why of their latest development. Read more articles & ACCESS the entire mag 👉 https://lnkd.in/evjHwShk



…see more",Video,17,0,6 reposts,None
3Dadept,2024-01-11,"Remember hashtag#BioHome3D, the 100% bio-based 3D printed home built at the end of 2022 as another solution to hashtag#construction crisis? It demonstrated its viability by withstanding one year of outdoor testing.University of Maine hashtag#home hashtag#3dprintinghttps://lnkd.in/dmmPn2zK



…see more",Article,2,0,2 reposts,https://3dadept.com/bio-based-3d-printed-home-biohome3d-just-completed-its-successful-year-long-outdoor-testing/
3Dadept,2024-02-11,"“Thanks to the cooperation with The Industry Sweden AB, we have started to discover the variety of possibilities for Sulapac Ltd hashtag#materials in hashtag#3dprinting. Their technical fit and unparalleled sustainability features combined with the many benefits of 3D printing offer endless opportunities for companies willing to lead the way towards a cleaner future”, concludes Emmi Randell (Viinamäki), Head of Business Development at Sulapac.Mentions: Jonas Carlsson - hashtag#materials https://lnkd.in/ea2Wbu_j



…see more",Article,38,0,3 reposts,https://3dadept.com/the-industry-and-sulapac-join-forces-to-provide-bio-based-recyclable-3d-printing-materials/
3Dadept,2024-02-11,"As is often the case, hashtag#rockets feature large components with complex geometries that are prone to deformation. Gravity-1 Y-1 was no exception to this rule. These components pose challenges in traditional manufacturing methods, such as high processing difficulty, long production cycles, and low material utilization. Bright Laser Technologies - BLT has helped address these challenges. Read more below 👇Orienspace hashtag#additivemanufacturing hashtag#space https://lnkd.in/eBmgK9mP



…see more",Article,4,0,0,https://3dadept.com/gravity-1-y-1-carrier-rocket-successfully-launches-with-critical-metal-3d-printed-parts/
3Dadept,2024-01-11,"With reports of only 18% of women in engineering roles in Germany, just under 9% in the US and around 16% in the UK, the question repeatedly being asked is whether the hashtag#industry is doing enough to encourage women into the hashtag#engineering profession? With an ongoing skills gap in the sector, there is still a sentiment that an increased effort needs to be made to attract women into the engineering field – and retain them. Susan Brownlow speaks to two successful female engineers within the hashtag#additivemanufacturing department at international technology company, Linde, to get their perspectives. Mentions: Sophie Dubiez-Le Goff, PhD - Elena Bernardo Quejido hashtag#careers https://lnkd.in/eWSnirwk



…see more",Article,6,0,1 repost,https://3dadept.com/lack-of-female-engineers-why-are-we-still-having-the-conversation/
3Dadept,2024-02-11,"According to Andy Li, Ph.D., Additive Manufacturing, VP, Polymaker, with 250,000 users, and 75,000 hashtag#3dprinters on 3DPrinterOS' 3D printer management platform, this collaboration would help Polymaker increase access to its filaments to a broader user group with a seamless re-stocking experience.hashtag#materials hashtag#partnerships John Dogru https://lnkd.in/eU2g94_P



…see more",Article,8,0,1 repost,https://3dadept.com/new-partnership-to-enable-3dprinteross-customers-to-receive-up-to-a-30-discount-on-polymaker-3d-printing-materials/
3Dadept,2024-01-11,"In just 7 seconds at the push of a button, the clinically proven Custom-Jet Oral Health System comfortably could remove bacteria from one’s mouth, along with plaque, food and other debris. Interestingly, a 3D printed mouthpiece makes the strength of this new device. Discover how below 👇hashtag#additivemanufacturing hashtag#mouthpiece Proclaim - Heberto (Herbie) Calveshttps://lnkd.in/eJt2dYu2



…see more",Article,23,0,2 reposts,https://3dadept.com/proclaim-develops-oral-health-device-with-3d-printed-mouthpiece-to-fight-off-life-threatening-bacteria/
3Dadept,2024-02-11,"According to @Sarah Fay, the challenge with current hashtag#designs of hashtag#3dprinted hashtag#shoes lies in predicting what a runner will do when you put an entirely new shoe on them – hence the importance of coupling the dynamics of the runner with the properties of the shoe. Read more about their solution 👇hashtag#additivemanufacturing hashtag#shoes hashtag#designs Massachusetts Institute of Technologyhttps://lnkd.in/egX8MzB9



…see more",Article,7,0,0,https://3dadept.com/designers-could-leverage-this-mit-model-to-optimize-3d-printed-shoe-performance/
3Dadept,2024-02-11,"Together with software provider AMFG and provider of material and process validation services Additive Manufacturing Solutions Ltd., the Materials Processing Institute will develop an hashtag#artificialintelligence tool that could lead to greater efficiencies within the hashtag#AdditiveManufacturing (AM) sector.One area of particular interest is the growth of hashtag#metal AM which is not yet cost-effective due to a development gap in the level of powder waste and length of processing time. Read more below 👇Mentions: Nicholas Parry - Robert H.https://lnkd.in/eSzN32ha



…see more",Article,14,0,3 reposts,https://3dadept.com/the-materials-processing-institute-to-develop-an-ai-tool-that-will-enable-the-production-of-3d-printed-parts-while-saving-costs/
3Dadept,2023-12-11,"Vectoflow GmbH, a German company that has made the production of flow measurement systems its core business, has secured €4 million in funding to expand into serial production. Here is what they will be doing with this round 👇hashtag#FlowMeasurement hashtag#additivemanufacturing hashtag#funding Dr. Christian Haigermoserhttps://lnkd.in/eG3gmQRZ



…see more",Article,31,0,2 reposts,https://3dadept.com/introducing-vectoflow-a-company-in-a-vertically-integrated-business-enabled-by-additive-manufacturing/
3Dadept,2023-12-11,"Desktop hashtag#3dprinting company UltiMaker has recently announced the compatibility of the Method series hashtag#3dprinters with 3D printing software hashtag#UltiMakerCura. This integration is a logical step given the merger of Ultimaker and MakerBot. Read more about what it means for hashtag#MethodXL users 👇MakerBot - hashtag#software hashtag#3dprinting Mention: Marco Perryhttps://lnkd.in/eYa7iR97



…see more",Article,33,0,2 reposts,https://3dadept.com/the-method-series-3d-printers-are-now-compatible-with-ultimaker-cura/
3Dadept,2024-02-11,"The robot solution that will probably raise your attention as an hashtag#additivemanufacturing enthusiast/user is a hybrid solution that can be used for both hashtag#additive and hashtag#substractive hashtag#manufacturing processes. Read more below 👇 toolcraft AG - Siemens NX - Christoph Hauck https://lnkd.in/eXZZyWSe



…see more",Article,59,0,9 reposts,https://3dadept.com/toolcraft-develops-two-robot-applications-for-additive-and-subtractive-manufacturing/
3Dadept,2023-12-11,"Manufacturing valves usually requires the use of hashtag#casting and hashtag#machining (of bar stocks). Under the leadership of Managing Director Per Wennersten, Ramén Valves decided to start exploring the use of hashtag#additivemanufacturing in 2012. Their goal was to optimize the production of valves by integrating new technologies into their processes. Here are the reasons 👇 why they went to AIM Sweden AB, a service bureau that uses GE Additive hashtag#ElectronBeamMelting (EBM). hashtag#valves Stefan Thundal hashtag#certification hashtag#costshttps://lnkd.in/ecH57P9i



…see more",Article,28,0,6 reposts,https://3dadept.com/3-reasons-that-justify-the-use-of-am-in-the-valve-sector-the-case-of-ramen-valves/
3Dadept,2023-12-11,"We may not have all the arguments that led Oerlikon to this decision but we’re sure about one thing, the company continues to apply the ‘try everything, fail fast’ ethos CEO Markus Tacke described in his conversation with 3D ADEPT Media.Oerlikon AM - hashtag#additivemanufacturing hashtag#USA hashtag#relocation hashtag#businesshttps://lnkd.in/d25_vW4T



…see more",Article,4,0,0,https://3dadept.com/oerlikon-to-realign-am-business-and-to-consolidate-production-in-the-usa/
3Dadept,2023-12-11,"SmileDirectClub, an oral care specialist who leveraged dozens of HP 3D Printing technology for the production of hashtag#aligners, made the difficult decision to wind down its global operations. Read more below 👇 hashtag#dental hashtag#3dprintinghttps://lnkd.in/eG2XcQ2z



…see more",Article,6,0,0,https://3dadept.com/smiledirectclub-a-company-producing-3d-printed-aligners-shuts-down-its-operations/
3Dadept,2023-12-11,"There’s a growing demand for hashtag#construction globally due to the housing crisis and larger infrastructure projects. The International Organization for Standardization (ISO) hashtag#standard suggests construction hashtag#3dprinting, could be a solution to tackle these challenges head-on. Read more below 👇https://lnkd.in/eFApt9Ui



…see more",Article,3,0,0,https://3dadept.com/a-new-standard-for-construction-3d-printing-is-now-available/
3Dadept,2024-02-11,"Six years ago, in a conversation with Airbus Defence and Space’ Delphine Carponcin, we learned that the hashtag#space company was working with the European Space Agency - ESA on the development of a hashtag#metal hashtag#3dprinter to send it into space. The “Metal3D” project had started in 2016 with the goal of creating a metal 3D printer to safely operate under microgravity, aboard the International Space Station. Metal AM OEM AddUp who joined the project co-funded and led by Airbus Defence and Space confirms today that they deliver that metal 3D printer to the European Space Agency 👇.hashtag#additivemanufacturing Mentions: Elodie VIAUhttps://lnkd.in/dHd78Abq



…see more",Article,5,0,1 repost,https://3dadept.com/airbus-and-addup-install-a-metal-3d-printer-in-the-iss/
3Dadept,2023-12-11,"Machine manufacturer Thermwood Corporation continues to give users the ability to produce parts with the benefits of the hashtag#additive process using hashtag#materials one cannot print or that are difficult to print. One of the hashtag#additivemanufacturing materials that remains difficult to print right now is hashtag#aluminum. In the article below 👇, the company how its hashtag#CutLayerAdditive has enabled hashtag#design flexibility, and has been able to deliver a complex hashtag#metal hashtag#mold part with new hashtag#functions. https://lnkd.in/eEAymWXM



…see more",Article,3,0,1 repost,https://3dadept.com/thermwood-continues-to-demonstrate-the-viability-of-its-cut-layer-additive-solution-this-time-with-a-large-aluminum-mold/
3Dadept,2023-12-11,"⚕️ AM Medical Days 🦾 addresses not only technology around hashtag#3dprinting, but many more issues pertinent to hashtag#innovation hashtag#change, hashtag#leadership, hashtag#certification procedures, hashtag#medical education, and current issues in the medical branch. Medical doctors, hospital representatives, medical technology manufacturers, licensing authorities, health insurances, and educators will have the opportunity to connect with AM solution providers, i.e. software providers, material suppliers, printer manufacturers and service providers to discuss the question: How to unlock the power of additive technologies in medicine. Read more below 👇🏾hashtag#additivemanufacturinghttps://lnkd.in/dbEhPwwG



…see more",Article,5,0,0,https://3dadept.com/am-medical-days-2023-at-the-intersection-of-science-and-industry-in-the-medical-field/
3Dadept,2024-01-11,"“Our new systems provide EOS end-users with a complete, plug-and-play, automated powder handling solution that can scale as their production needs increase,” says Christian Mittmann, director of advanced solutions for Volkmann. “This is a logical next step in our close relationship with EOS, and one that we feel will benefit EOS customers with faster, safer, more reliable printing and consistently high-quality printed parts.”hashtag#additivemanufacturing hashtag#powders hashtag#metal hashtag#3dprintinghttps://lnkd.in/erib-quD



…see more",Article,3,0,0,https://3dadept.com/volkmann-and-eos-now-provide-automated-metal-powder-solutions-for-3d-printing/
3Dadept,2023-12-11,"“Metal hashtag#3dprinting is becoming an essential part of hashtag#manufacturing hashtag#jetengines. But it’s still very hard to get particular additive machines and materials approved for production. It’s costly and time-consuming for small aerospace suppliers. Ultimately, this can end up keeping good businesses and products out of the supply chain,” said Neal Orringer, President of ASTRO America. “Now, for the first time, top-tier OEMs are coming together to address this problem and support broader adoption of hashtag#additivemanufacturing and ASTRO is thrilled to lead this project and work with GE, Honeywell, Pratt & Whitney, and America Makes – and really make a difference.”https://lnkd.in/djzCeCd2



…see more",Article,4,0,0,https://3dadept.com/the-common-additive-manufacturing-qualification-template/
3Dadept,2023-11-11,"hashtag#AdditiveManufacturing users using the new SFM-AT350-E from Solukon Maschinenbau GmbH could choose between two forms of excitation process: the familiar pneumatic form in conjunction with a vibrator and an optional knocker, and piezoelectric excitation. In this short video 👇, Andreas Hartmann, explains the importance of this new form of excitation in an hashtag#automated hashtag#depowdering process.Discover more about the new SFM-AT350-E 👉  here: https://lnkd.in/eHh8Sev3 hashtag#additivemanufacturing



…see more",Video,25,0,3 reposts,None
3Dadept,2023-11-11,"TRUMPF has understood the importance of delivering industry-specific solutions. The machine manufacturer unveiled at hashtag#formnext an upgraded version of the TruPrint 2000. Hear Dr. Tobias Brune share below 👇 what was the key focus of the company in this development. Read more about the details of the new machine 👉 https://lnkd.in/ekc6UM6R Formnext - Where ideas take shape hashtag#AdditiveManufacturing hashtag#TruPrint2000 hashtag#3DPrint hashtag#Formnext2023 hashtag#3DAdeptMag hashtag#3DPrinting



…see more",Video,46,0,3 reposts,None
3Dadept,2023-12-11,"Germany-based 3D belt printer manufacturer iFactory3D  and Austrian company Plasmics have optimized orthopedic insoles manufacturing with their serial 3D belt printing and Feetneeds technology respectively. The One Pro 3D Belt Printer launched by has hashtag#cadsoftware to process data and select the right material for making insoles and enhance production in a cost-effective less time-consuming manner.Mentions: Akbal Randhawa founder of the Thefootclinic who has used this technology to meet the demands. hashtag#3DPrinting hashtag#AdditiveManufacturing hashtag#orthopedics hashtag#3dprinter https://lnkd.in/g7DzH7Fc



…see more",Article,10,0,0,https://3dadept.com/ifactory3d-and-plasmics-enhance-orthopedic-insoles-production-through-3d-belt-printing/
3Dadept,2023-07-11,3D Printed Shoeshashtag#additivetalks hashtag#3dprinting hashtag#3dprint hashtag#shoes,Video,3,0,2 reposts,None
3Dadept,2023-07-11,"20 3D printed benches contribute to a distinctive sense of place in the remodeled Crystal Court.What do you think of this application?Thermwood Corporation hashtag#additivemanufacturing hashtag#3dprinting hashtag#materials hashtag#3dprint hashtag#software https://lnkd.in/eqWMB2uZ



…see more",Video,10,0,6 reposts,None
3Dadept,2023-11-11,"AM companies can now leverage nScrypt Inc. patented multi-material mixing valve for enhanced 3D printing service for healthcare and medical applications. Mentions: Kenneth Church of nScrypt Inc.hashtag#3DPrinting hashtag#AdditiveManufacturing https://lnkd.in/gvafr_ez



…see more",Article,1,0,0,https://3dadept.com/nscrypt-multi-material-mixing-valve-patent-to-enhance-3d-printing-of-medical-devices/
3Dadept,2023-07-11,"The Airless Basketball Prototype by Wilson Sporting Goods Co., General Lattice, EOS & DyeMansionhashtag#additivetalks hashtag#additivemanufacturing hashtag#3dprinting hashtag#basketball hashtag#prototyping hashtag#3dprint hashtag#3dprinter hashtag#materialsImages' Credit: Wilson Basketball & DyeMansion



…see more",Video,11,0,6 reposts,None
3Dadept,2024-01-11,"“We are very excited to take this step with FARSOON. We believe that it will enable us to scale our production of high-quality Scalmalloy parts in the most economical way possible. For the last ten years we have focused on developing applications of Metal Additive Manufacturing (AM) which add value for our customers. We design and produce products with the highest performance and quality, supporting customers across a wide range of industries. Our goal has always been to expand the scope of Metal Additive Manufacturing (AM) applications, which has generally been limited by the economics of the process. The total cost of ownership coupled with the productivity of the AM systems we use is the biggest factor in defining which applications areas we can add value in. (...)"", Jonathan Meyer, CEO of APWORKS Additive Manufacturing GmbH explains.hashtag#additivemanufacturing FARSOON Europe GmbH hashtag#metal hashtag#3dprinterhttps://lnkd.in/eHhj3m-Q



…see more",Article,18,0,3 reposts,https://3dadept.com/apworks-adds-farsoon-lpbf-3d-printer-to-its-production-environment/
3Dadept,2023-12-11,"The Masterbatch uses Mechnano’s proprietary technology, known as D’Func™ (Discrete, Dispersed, and Functionalized Carbon Nanotubes), enabling the development of hashtag#3dprinting resins with enhanced hashtag#mechanicalproperties and uniform electrical performance on a nanoscale. Read more below 👇Mention: Bomar hashtag#resins Olga ""Dr.O"" Ivanova - David Robitaille hashtag#materials https://lnkd.in/eS6U38t8



…see more",Article,10,0,1 repost,https://3dadept.com/bomar-and-mechnano-launch-t50b-low-viscosity-masterbatch-for-3d-printing-resins/
3Dadept,2023-11-11,"Ricoh UK is taking the help of Siemens Digital Industries Software for the industrialization of its Binder Jetting (BJT system) for aluminium 3D printed parts.hashtag#3DPrinting hashtag#AdditiveManufacturing hashtag#Aluminium hashtag#3DPrintedPartshttps://lnkd.in/gehkH2NK



…see more",Article,2,0,0,https://3dadept.com/ricoh-and-siemens-digital-industries-software-are-working-on-the-industrialization-of-aluminum-binder-jetting-process/
3Dadept,2023-11-11,"European Space Agency - ESA creates 3D printed electromagnetic coils which can used in spaceflight components and reduce the weight of spacecraft ZARM Technik AG 3D printing solutions helped them achieve this.hashtag#3DPrinting hashtag#AdditiveManufacturing hashtag#aerospace hashtag#spacemissions https://lnkd.in/gGW2-EPt



…see more",Article,8,0,0,https://3dadept.com/esa-makes-3d-printed-electromagnetic-coils-using-zarm-technik-3d-printing-solutions/
3Dadept,2023-11-11,"AON3D introduces high-performance 3D printer Hylo™ along with 3-in-1 thermal awareness Basis™ software to address the issues of polymer 3D printing. The new solutions will make it easy to use PEEK and ULTEM™ 3D printing materials. hashtag#3DPrinting hashtag#AdditiveManufacturing hashtag#software hashtag#3Dprinters https://lnkd.in/gE9bxTSW



…see more",Article,35,0,1 repost,https://3dadept.com/aon3d-launches-high-temperature-3d-printer-and-3-in-1-software-for-polymer-3d-printing/
3Dadept,2023-11-11,"Chromatic 3D Materials showcased the future of fashion with an LED 3D printed dress designed by Dutch designer Anouk Wipprecht at hashtag#Formnext. The LED fitted dress interacts with the surrounding environments which could be useful in making footwear and intimate bodywear in the future, specially for people working in the automotive and aerospace sectors.Formnext - Where ideas take shapeMentions: Anouk Wipprecht and Cora Leibig of Chromatic 3D Materialshashtag#Formnext2023 hashtag#frankfurt hashtag#3DPrinting hashtag#AdditiveManufacturing hashtag#3DPrintedDress hashtag#fashion hashtag#fashionindustry https://lnkd.in/d7PmvbGW



…see more",Article,25,0,5 reposts,https://3dadept.com/chromatic-3d-materials-displays-the-future-of-fashion-with-led-3d-printed-dress-at-formnext/
3Dadept,2023-12-11,"Hospitals are always looking for better ways of offering patient-specific care through Point of Care 3D Printing solutions and Ricoh USA, Inc. is trying to bolster it through partnerships including one with Materialise to integrate its workflow with Materialise software, offering end-to-end solutions of 3D printed medical models. Ricoh 3DMentions: Gary Turner of Ricoh and Bryan Crutchfield of Materialise. hashtag#3DPrinting hashtag#AdditiveManufacturing hashtag#Healthcare hashtag#medical3dprinting https://lnkd.in/ghQGQecp



…see more",Article,0,0,0,https://3dadept.com/ricoh-and-materialise-join-hands-to-enhance-patient-specific-3d-printed-medical-models/
3Dadept,2023-11-11,"AM Solutions and FKM Additive Manufacturing have finalized their SLS printing partnership at hashtag#Formnext with S2 system purchase and C2 future plans. Both the AM companies are displaying their solutions at Booth D59 Hall 12.0 and Booth E99 Hall 12.1 respectively at Formnext - Where ideas take shapeMentions: Matthias Henkel of FKM Additive and Tobias Schambergerhashtag#3DPrinting hashtag#AdditiveManufacturing hashtag#AMCompanies hashtag#PostProcessing hashtag#Formnext2023 https://lnkd.in/g5E_hT7t



…see more",Article,23,0,1 repost,https://3dadept.com/am-solutions-fkm-additive-announce-sls-printing-optimizing-partnership-at-formnext/
3Dadept,2023-12-11,"EOS users can now monitor the quality assurance process of hashtag#3DPrinting and lower quality inspection costs as Interspectral has integrated the EOS Connect with the AM Explorer. Mentions: Barret Clément of Volum-e and Isabelle Hachette of Interspectralhashtag#AdditiveManufacturing hashtag#EOS hashtag#software hashtag#qualityassurance https://lnkd.in/gd_VaCAh



…see more",Article,8,0,1 repost,https://3dadept.com/interspectral-integrates-eos-connect-with-am-explorer-to-streamline-3d-printing-quality-assurance-process/
